,x,y,t
0,1,0.016685142820832777,0.0036516189575195312
1,2,0.016685142820832777,0.0036516189575195312
2,3,1.0393915152070303,0.0036516189575195312
3,4,1.0393915152070303,0.0036516189575195312
4,5,1.0393915152070303,0.0036516189575195312
5,6,1.0393915152070303,0.0036516189575195312
6,7,1.0393915152070303,0.0036516189575195312
7,8,1.0393915152070303,0.0036516189575195312
8,9,1.0393915152070303,0.0036516189575195312
9,10,1.0614540540356767,0.0036516189575195312
10,11,1.0614540540356767,0.024771451950073242
11,12,1.0614540540356767,0.024771451950073242
12,13,1.0614540540356767,0.024771451950073242
13,14,1.0614540540356767,0.03616666793823242
14,15,1.0614540540356767,0.03616666793823242
15,16,1.0614540540356767,0.03616666793823242
16,17,1.0614540540356767,0.04769778251647949
17,18,1.0614540540356767,0.04769778251647949
18,19,1.0614540540356767,0.04769778251647949
19,20,1.0614540540356767,0.0611577033996582
20,21,1.0614540540356767,0.0611577033996582
21,22,1.4025972629860795,0.0611577033996582
22,23,1.4025972629860795,0.07464337348937988
23,24,1.4025972629860795,0.07464337348937988
24,25,1.4025972629860795,0.07464337348937988
25,26,1.4025972629860795,0.0856475830078125
26,27,1.4025972629860795,0.0856475830078125
27,28,1.4025972629860795,0.08696413040161133
28,29,1.4025972629860795,0.1004796028137207
29,30,1.4025972629860795,0.1004796028137207
30,31,1.4025972629860795,0.1004796028137207
31,32,1.4025972629860795,0.11446571350097656
32,33,1.4025972629860795,0.11446571350097656
33,34,1.4025972629860795,0.11446571350097656
34,35,1.4025972629860795,0.13033533096313477
35,36,1.4025972629860795,0.13033533096313477
36,37,1.4025972629860795,0.1313331127166748
37,38,1.4025972629860795,0.1499345302581787
38,39,1.4025972629860795,0.1499345302581787
39,40,1.4025972629860795,0.1499345302581787
40,41,1.4025972629860795,0.16928601264953613
41,42,1.4025972629860795,0.16928601264953613
42,43,1.4025972629860795,0.16928601264953613
43,44,1.4025972629860795,0.18726730346679688
44,45,1.4025972629860795,0.18726730346679688
45,46,1.4025972629860795,0.18726730346679688
46,47,1.4025972629860795,0.2046976089477539
47,48,1.4025972629860795,0.2046976089477539
48,49,1.4025972629860795,0.2046976089477539
49,50,1.4025972629860795,0.22279024124145508
50,51,1.4025972629860795,0.22791361808776855
51,52,1.4025972629860795,0.22791361808776855
52,53,1.4025972629860795,0.24842524528503418
53,54,1.4025972629860795,0.24842524528503418
54,55,1.4025972629860795,0.24842524528503418
55,56,1.4025972629860795,0.2671329975128174
56,57,1.4025972629860795,0.2671329975128174
57,58,1.656812788225061,0.2671329975128174
58,59,1.656812788225061,0.2871372699737549
59,60,1.656812788225061,0.2871372699737549
60,61,1.656812788225061,0.2871372699737549
61,62,1.656812788225061,0.3075845241546631
62,63,1.656812788225061,0.3075845241546631
63,64,1.656812788225061,0.3075845241546631
64,65,1.656812788225061,0.32915329933166504
65,66,1.656812788225061,0.32915329933166504
66,67,1.656812788225061,0.32915329933166504
67,68,1.656812788225061,0.35474562644958496
68,69,1.656812788225061,0.35474562644958496
69,70,1.656812788225061,0.35474562644958496
70,71,1.656812788225061,0.37737417221069336
71,72,1.656812788225061,0.37737417221069336
72,73,1.656812788225061,0.37737417221069336
73,74,1.656812788225061,0.40033841133117676
74,75,1.656812788225061,0.40033841133117676
75,76,1.656812788225061,0.40033841133117676
76,77,1.656812788225061,0.4218323230743408
77,78,2.065201755122967,0.42282938957214355
78,79,2.065201755122967,0.42282938957214355
79,80,2.065201755122967,0.44692182540893555
80,81,2.065201755122967,0.44692182540893555
81,82,2.065201755122967,0.44692182540893555
82,83,2.065201755122967,0.47284936904907227
83,84,2.065201755122967,0.47284936904907227
84,85,2.065201755122967,0.47284936904907227
85,86,2.065201755122967,0.5025322437286377
86,87,2.065201755122967,0.5025322437286377
87,88,2.065201755122967,0.5025322437286377
88,89,2.065201755122967,0.5325613021850586
89,90,2.065201755122967,0.5325613021850586
90,91,2.065201755122967,0.5325613021850586
91,92,2.065201755122967,0.5660064220428467
92,93,2.065201755122967,0.5660064220428467
93,94,2.065201755122967,0.5660064220428467
94,95,2.065201755122967,0.6055653095245361
95,96,2.065201755122967,0.6055653095245361
96,97,2.065201755122967,0.6055653095245361
97,98,2.065201755122967,0.6443386077880859
98,99,2.065201755122967,0.6443386077880859
99,100,2.065201755122967,0.6443386077880859
100,101,2.065201755122967,0.6916394233703613
101,102,2.065201755122967,0.6916394233703613
102,103,2.065201755122967,0.6916394233703613
103,104,2.065201755122967,0.7315444946289062
104,105,2.065201755122967,0.7315444946289062
105,106,2.065201755122967,0.7315444946289062
106,107,2.065201755122967,0.7668163776397705
107,108,2.065201755122967,0.7668163776397705
108,109,2.065201755122967,0.7668163776397705
109,110,2.3074182688375635,0.8011558055877686
110,111,2.3074182688375635,0.8011558055877686
111,112,2.3074182688375635,0.8011558055877686
112,113,2.3074182688375635,0.835371732711792
113,114,2.3074182688375635,0.835371732711792
114,115,2.3074182688375635,0.835371732711792
115,116,2.3074182688375635,0.8728792667388916
116,117,2.3074182688375635,0.8728792667388916
